client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
a2d0ed580a37c8fdfe4a5044dae4f90616e3bab925791ed820dde5c51c2e378aefec185c2de1712a0bfaf6e364563be6ca55dfcd03187ce492fa14cf6c92954b	common_voice_uk_20894339.mp3	З дужими не борись, з богатими не судись.	0	2	twenties	male		uk	
7a5713d16ebd5944ceed4a74df29e9497db2453d1fcd94384f0e4e4e96b4e60a2c69860897d5a0a70c1a86d4aac9f57ca7d0cf60ced2aa8ed541f121fa1ae012	common_voice_uk_20900144.mp3	Не вміючи дружити, ти обкрадаєш себе.	0	2	twenties	female		uk	
7a5713d16ebd5944ceed4a74df29e9497db2453d1fcd94384f0e4e4e96b4e60a2c69860897d5a0a70c1a86d4aac9f57ca7d0cf60ced2aa8ed541f121fa1ae012	common_voice_uk_20900164.mp3	І в цьому «реальному» світі практично ніхто не говорив українською.	0	2	twenties	female		uk	
7a5713d16ebd5944ceed4a74df29e9497db2453d1fcd94384f0e4e4e96b4e60a2c69860897d5a0a70c1a86d4aac9f57ca7d0cf60ced2aa8ed541f121fa1ae012	common_voice_uk_20900161.mp3	Перед свердлінням отворів в стінах потрібно перевіряти на наявність проводів.	0	2	twenties	female		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20907745.mp3	Що край, то свій звичай.	0	2	teens	male		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20921647.mp3	Я захоплювалася Курбе, Мане і Дега.	1	2	teens	male		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20930210.mp3	Коли велика справа — панувати над тілами, то ще більша — керувати душами.	1	2	teens	male		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20930208.mp3	Тобто там облущений повністю цей мармур.	0	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930403.mp3	повністю підтримую вашу позицію!	0	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930407.mp3	Так, нам це відомо і ми про це будемо писати.	0	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930414.mp3	Ядро популярної ОС Linux було написане на Сі.	0	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930415.mp3	Хто пізно ходить, сам собі шкодить.	1	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930416.mp3	Тоді в порядку черговості.	1	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930413.mp3	"Хiба що ззаду чим ударять та памороки заб'ють."	1	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930445.mp3	Але є ідеї для сніданків, здатні істотно урізноманітнити меню кулінарними шедеврами зі звичних продуктів!	1	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930451.mp3	Щодо згаданих тітушок з кримінальних середовищ та їх керівників виокремлені окремі провадження.	0	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930470.mp3	"Хлопчик якому тато зав'язував шарфік, вміє затримувати дихання на шість годин"	0	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930539.mp3	На жаль, досі часто пернатим приносять хліб, а він для них є шкідливим.	1	2	teens	male		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20930563.mp3	Накрити мокрим рядном.	0	2	teens	male		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20935754.mp3	Електронізація літератури буде трендом в найближчі кілька років.	0	2	teens	male		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20935762.mp3	За ювелірною класифікацією до сапфирів відносять всі не червоні ювелірні корунди	0	2	teens	male		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20935764.mp3	Так собi мiркували люди.	0	2	teens	male		uk	
230e8ba5f67505419165aac70fda063d16f181d769f7d13402cb196eb45697c54d627bb0bdaf0e9b07aaf4959c11bf025eccdc0bdc6f3f837c9a0186cb7923a3	common_voice_uk_20947504.mp3	Прошу реєструватись.	0	2	twenties	female		uk	
230e8ba5f67505419165aac70fda063d16f181d769f7d13402cb196eb45697c54d627bb0bdaf0e9b07aaf4959c11bf025eccdc0bdc6f3f837c9a0186cb7923a3	common_voice_uk_20947499.mp3	І далі країна повинна розвиватись.	0	2	twenties	female		uk	
230e8ba5f67505419165aac70fda063d16f181d769f7d13402cb196eb45697c54d627bb0bdaf0e9b07aaf4959c11bf025eccdc0bdc6f3f837c9a0186cb7923a3	common_voice_uk_20947492.mp3	Мабуть, це результат виключення з них сум на комунальні видатки відповідних установ.	1	2	twenties	female		uk	
f9e2e625541b7c22e249ed22594da25a2fe3eb2ee3e0175b0defd866a174400d84327e67fd12bf2000394ff326eb8bb0bb1c2546cbdb2025de66f3bf7d629ff6	common_voice_uk_20956442.mp3	Лежить тут i його, Кухаренкова, пилюка теж.	0	2	teens	male		uk	
6349ab3f9fd068292a3fa3a6ab1bc889174d554b82dcd803169e04e5a3778ceab1ef43e99400684f89a3d4e63a997db50b34d3f71558ac803e606e24ac87ec7c	common_voice_uk_20963254.mp3	Ми були колегами, він працював на тому ж поверсі, що і я.	1	2	teens	female		uk	
6349ab3f9fd068292a3fa3a6ab1bc889174d554b82dcd803169e04e5a3778ceab1ef43e99400684f89a3d4e63a997db50b34d3f71558ac803e606e24ac87ec7c	common_voice_uk_20963276.mp3	Звичай, що суперечить договору або актам цивільного законодавства, у цивільних відносинах не застосовується.	0	2	teens	female		uk	
11fd156797b25b364f6a7dcd58a7f507c8f68c404609c38d3b12ef93e1c460998d5485b27aa73542108a2ee1665e8765f0680e6c2358ec63f67eda300c11820d	common_voice_uk_20964149.mp3	Не поправлять сльози щастя, серцю легше буде	0	2	teens	male		uk	
2988d8dd1bf2c0ebe9f568f871b195e1f455d71edb00a8f8d6e416e62f5879ba7eb7160a8af0e9ec6db9928d21b3849f198e238f53f89ecb876376ca9586eb9b	common_voice_uk_20964161.mp3	Ще одна причина — набридлі вівсяна каша, хай там що кажуть англійці, та яєчня.	1	2				uk	
956118f093187a03e2e3c311e5eb9886344f1488f7c3234a015a64cc659ac52d6440bbce80fcd015d824b749aeec86bdd86f496024ef85f55fbd843e06a6a7a7	common_voice_uk_20976997.mp3	"Договір є обов'язковим для виконання сторонами."	1	2	twenties	male		uk	
956118f093187a03e2e3c311e5eb9886344f1488f7c3234a015a64cc659ac52d6440bbce80fcd015d824b749aeec86bdd86f496024ef85f55fbd843e06a6a7a7	common_voice_uk_20976996.mp3	Активно виступає проти насильства на ґрунті гендерних відмінностей і стереотипів.	0	2	twenties	male		uk	
956118f093187a03e2e3c311e5eb9886344f1488f7c3234a015a64cc659ac52d6440bbce80fcd015d824b749aeec86bdd86f496024ef85f55fbd843e06a6a7a7	common_voice_uk_20976994.mp3	Є в нас своє лихо і горе.	0	2	twenties	male		uk	
956118f093187a03e2e3c311e5eb9886344f1488f7c3234a015a64cc659ac52d6440bbce80fcd015d824b749aeec86bdd86f496024ef85f55fbd843e06a6a7a7	common_voice_uk_20976999.mp3	А ще через деякий час людина може повернутися до звичного способу життя.	0	2	twenties	male		uk	
5631b26a40ffa3b2d4838920ec38ab6a2ca790bf2b69d9ad196a92470da092c778cdfb5409550a12c732bb2e9612749caf7d448214b98e0d532be7ac5e581354	common_voice_uk_20982325.mp3	І їм варто писати новини про події з місць, де вони живуть.	1	2				uk	
5631b26a40ffa3b2d4838920ec38ab6a2ca790bf2b69d9ad196a92470da092c778cdfb5409550a12c732bb2e9612749caf7d448214b98e0d532be7ac5e581354	common_voice_uk_20982324.mp3	Турецьке розглядало таке приєднання як загрозу власному виживанню.	1	2				uk	
5631b26a40ffa3b2d4838920ec38ab6a2ca790bf2b69d9ad196a92470da092c778cdfb5409550a12c732bb2e9612749caf7d448214b98e0d532be7ac5e581354	common_voice_uk_20982326.mp3	Вважається, що агати повільно формувались в умовах протікання періодичних процесів	1	2				uk	
5631b26a40ffa3b2d4838920ec38ab6a2ca790bf2b69d9ad196a92470da092c778cdfb5409550a12c732bb2e9612749caf7d448214b98e0d532be7ac5e581354	common_voice_uk_20982344.mp3	Велика частина системного програмного забезпечення пишеться мовою Сі.	0	2				uk	
5631b26a40ffa3b2d4838920ec38ab6a2ca790bf2b69d9ad196a92470da092c778cdfb5409550a12c732bb2e9612749caf7d448214b98e0d532be7ac5e581354	common_voice_uk_20982347.mp3	Багато цих роликів ми знаємо завдяки сайту організації «Дорожній контроль».	0	2				uk	
1fb56272a1369e185cda772fb807a9722a49bd80ab8e394216875e28038a3ca3c24b954d7f0a01ca936dd3533a3cc35cf80c7a0921d04cc3ca4adf50b8132f2a	common_voice_uk_20985808.mp3	Українці дуже відрізняються від російських делегатів.	1	2				uk	
1fb56272a1369e185cda772fb807a9722a49bd80ab8e394216875e28038a3ca3c24b954d7f0a01ca936dd3533a3cc35cf80c7a0921d04cc3ca4adf50b8132f2a	common_voice_uk_20985806.mp3	Щодня ми тих горiхiв повнiсiнькi пазухи було приносили.	0	2				uk	
b4d1e8f0382b7908e61deac0ab2483fd07e83828e3d2d6a53ac632ecad40212f83e708587f53ac7615a5391e3f6276d40968023023e5fd6d256f5b8787b9bc11	common_voice_uk_20986991.mp3	Тому прийняття цього рішення може призвести до певних труднощів у нашій роботі.	0	2	twenties	female		uk	
b4d1e8f0382b7908e61deac0ab2483fd07e83828e3d2d6a53ac632ecad40212f83e708587f53ac7615a5391e3f6276d40968023023e5fd6d256f5b8787b9bc11	common_voice_uk_20986986.mp3	Якщо це правда, ми вскочили у велику халепу.	0	2	twenties	female		uk	
b4d1e8f0382b7908e61deac0ab2483fd07e83828e3d2d6a53ac632ecad40212f83e708587f53ac7615a5391e3f6276d40968023023e5fd6d256f5b8787b9bc11	common_voice_uk_20986989.mp3	Мартиролог - перелік пережитих кимось страждань, переслідувань	0	2	twenties	female		uk	
b4d1e8f0382b7908e61deac0ab2483fd07e83828e3d2d6a53ac632ecad40212f83e708587f53ac7615a5391e3f6276d40968023023e5fd6d256f5b8787b9bc11	common_voice_uk_20986993.mp3	Ведення записів наших мітингів, рішень і роботи стає основою нашого власного практикуму.	0	2	twenties	female		uk	
b4d1e8f0382b7908e61deac0ab2483fd07e83828e3d2d6a53ac632ecad40212f83e708587f53ac7615a5391e3f6276d40968023023e5fd6d256f5b8787b9bc11	common_voice_uk_20986988.mp3	Знову наступає рік якоїсь тварини,а так хочеться жити по-людьськи	0	2	twenties	female		uk	
b4d1e8f0382b7908e61deac0ab2483fd07e83828e3d2d6a53ac632ecad40212f83e708587f53ac7615a5391e3f6276d40968023023e5fd6d256f5b8787b9bc11	common_voice_uk_20987036.mp3	Жителі міста відзначали зручний транспорт, доступне житло та дешеву медицину.	1	2	twenties	female		uk	
3a86bd15910d833632790b9add9c145d13da9059bf68b0ea09fbf8b53a67fda0e216b0b6e714008c361ef8f7377729fdf254d94dc6f614ee3fe10a1aa7edb8ca	common_voice_uk_20992648.mp3	Як я сказав з самого початку, я не надаю великого значення абстрактним поняттям.	0	2	teens	male		uk	
3a86bd15910d833632790b9add9c145d13da9059bf68b0ea09fbf8b53a67fda0e216b0b6e714008c361ef8f7377729fdf254d94dc6f614ee3fe10a1aa7edb8ca	common_voice_uk_20992690.mp3	Дружба дає незрівнянну радість від того, що ти віддав.	1	2	teens	male		uk	
3a86bd15910d833632790b9add9c145d13da9059bf68b0ea09fbf8b53a67fda0e216b0b6e714008c361ef8f7377729fdf254d94dc6f614ee3fe10a1aa7edb8ca	common_voice_uk_20992688.mp3	А навкруги - лiс, де росли високi ялинки, розложистi клени i могутнi дуби.	0	2	teens	male		uk	
c09180d02092ef407ef47475eba2b31c8a4cb60fce9ac85f0ebae4276b2302c3645d53bfe5962c51c2bd0f47b4a2aa7efe0b5660ceb5f44a89e829183f238a36	common_voice_uk_20992758.mp3	Десь збоку внизу сочно чиркала коса, i звiдти вiяло вогким, густим духом свiжокошеного сiна.	0	2	twenties	male		uk	
